created_at,express_pk,PK_x,creator,expression_answer,PK_y,express_question
1718743772,express#41e48509-434f-4ecf-912d-6a6d93950c90,expression#938a931b-ca6e-4c9f-bb80-1f6ea7f03ccb,user#user_2dIJ4J0ChFzAsgBCzqddyKFQn1K,Unplanned road to nowhere. Highlight? Je ne sais pas. Most unexpected part? Un bel endroit.,express#41e48509-434f-4ecf-912d-6a6d93950c90,"Have you ever taken a spontaneous or unplanned vacation? If so, how did it turn out?"
1706849575,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#6471e5a1-33e5-4445-9283-2f77d615c064,user#user_2YZ8oZMtMNvPA0ek08kGEioZn4x,🤣🥲🤩,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1706849682,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#0b44f19d-9dd3-4188-9473-1d63af9e6f8b,user#user_2bnRmbswRMmlrdrhrPnfrdGIIDj,🤔😈🥹,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1706916365,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#de37a8e9-04c3-40b5-a186-ec4c3212de3b,user#user_2YoW9eFdjtwR4YYfpGg7f4MmLX6,🤗🌹😎,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1707019209,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#416648ba-3d34-4800-a897-b6055e943668,user#user_2bt0PXqRN2iQU3GVtyvPya3NGxe,💕🫶✨,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1707185134,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#8576d24a-21b7-4474-8334-243fd386a804,user#user_2byQMpSvAMbnoaUmAEefl0RvMSA,🐆🎮😈,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1707356344,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#e8960ec4-63d4-4755-b39a-b7c6685a7228,user#user_2c41k4iOcDNSgTlVkIOBnXqVsjU,😊👗🍫,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1707592141,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#b6273aa3-e22e-4685-8f50-1448b81ef6ef,user#user_2cBjvsqgPSqQOfnIWmtTrnTVGuk,😌😌😌,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1707602901,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#cbfa552c-afe6-4851-ab2c-2bc3203bd2b2,user#user_2cC512lwArquIvYKoQmC4mvcjuw,🙄🌎🔥,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1707719844,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#1c18f582-07f2-4c63-a8e6-bffd80f0a73f,user#user_2cFtu6aeALe9kIqKIi1Q8sz8p74,🤪❤️‍🔥🌻,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1708456940,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#2e046257-35a0-40bb-bd56-7e9f3d2d2573,user#user_2cZDlQW4wPAeepIqARsWjawvv5s,🧚🏻‍♀️🥹🙌🏻,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1708476800,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#1c05b8e2-c7b8-43cf-973a-42de2a2cc5fb,user#user_2Zir3t0Q0AWPkby5ZGdjTUp5FNO,"🤪 positive & naughty
😎 cool & confident
😊 polite & don’t talk much ",express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1708484261,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#5589b868-0800-4441-be3b-932088d83dab,user#user_2cetmqN8AA9vEZqPwptURYosptq,😝😍☺️,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1708624150,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#2cfe8bb9-9765-44de-8e1b-e1492d037437,user#user_2YmAD1cvCkPHH3RaNA4jsS9XXQq,😟👯‍♀️👀,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1709041530,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#b0e4926b-aadf-4a12-a8d8-14e03b46769f,user#user_2ckKBhqqrXYKrNsJuodYHm2cnUp,😈🤡🤠,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1709065083,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#5ad0743e-3cc9-49f6-941b-3a3f08b96b55,user#user_2cxafOn3YRojvXwBQAOWTsssxBJ,"🍫🍬🍿 Because i love chocolate, candy and popcorn!",express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1709073864,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#23a7a47b-fa38-490a-bedb-11dbc58d3a5f,user#user_2cy5MzQPKVwqRx8pLXi4knE4mtv,🍧🎡♌️,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1709250280,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#21e821a3-be3b-4edc-8e24-b3861a5d487c,user#user_2cdfBBFvz6FhD00OGZcyn8tq3LX,🥰🏔️🌸,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1709318807,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#a7194c3d-ff17-4a22-82e6-2e93a5dba1fc,user#user_2bP2Rw0wUFI50EpT2tcthFQNCAm,😝😻🤪,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1709408422,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#3fbdf4cb-70a0-4fef-9752-3d9e7b8b4225,user#user_2d966t9FPP1319OwFR9MJQOaJdJ,🙇🐮🐴,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1709522234,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#ab7993e5-122e-42a2-b30b-45f077519a7c,user#user_2ay4vCB7PY3pPVAp7iU9OT8V7ZC,🤗🙄🫶🏼,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1709596946,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#eb3a9e13-93f3-4042-870c-586b67f80dc0,user#user_2cQYO9Ki3nFmGBtfNUMT8CEMyzE,🐶🏂✈️,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1709633768,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#6a444483-0039-4220-8b29-6e16ec717bc7,user#user_2dGTy1HLMFXHFABtObI5xj16W5l,🥰😂🤤,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1709695354,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#5d6ae171-1c9b-4e54-934e-786a9615604c,user#user_2dIUVvrDrmDq9IPe4zW9Enuu9XA,😃🥸😊,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1709751059,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#2353ee1c-b1f3-41f0-a54d-2025ccf0b7ee,user#user_2dKHTg3QlJlWlT22GVxcdFCyBgt,🥺🤤🤡,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1709761671,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#e5e4248e-f969-4bb1-ad46-2b2f59365409,user#user_2dKeZP9yZYWLkv0Pxg3gfX0Y0kd,😂😵‍💫🥲,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1709949095,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#2d4f8a41-d074-4a06-b501-1e7581b11584,user#user_2dQki3OSDK2zmfvxlQ9ra1Ndopf,🤓🙏🏼🫂,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1710048642,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#c2d32b4d-c295-4cd5-a964-fa03cde7c530,user#user_2dQQcVhvNF7UmV2hYjK73bpuR4n,🐈😐👍,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1710049527,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#dd219c8f-fccf-4d50-a7cb-f51fc78a4bef,user#user_2dKHXtmvNqXlYVQ06j14y0N1Qwk,🤣😅😇,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1710184092,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#c377f721-6829-4c53-b71d-20c980102855,user#user_2dYSktZE75kufNgvgaCWzIVyLkA,😛😁🥰,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1710299044,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#4ad3ca23-135b-4d14-a59a-7e2a3a46b9b4,user#user_2YYNVmnbOHGWtLo2Xil0pRZHRAo,👀✨👌,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1714173199,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#c60c739e-dac0-40b6-8e96-332d8a0f36c3,user#user_2fZEqltE04m70gddEuqMBFqb4e5,😭😪💀,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1714678481,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#1b59b194-3922-4ad0-a59c-2d6547f07494,user#user_2fvP6lMfbYAppL5daBjMK8zsa8g,🍦☺️🎙️,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1714702141,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#db5b9d5f-fd7d-4e63-9c7d-259f377f4015,user#user_2YXzN3M6f7RxAL7uAi7qF4PBaW8,"
",express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1714875145,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#b2b89ef0-ba74-48ab-be0a-941239da0a70,user#user_2g1pfYdGRz8sO50lMWtI3i7BTob,❤️🌵🙂‍↕️,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1714878684,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#2f33fd15-5126-407d-944d-6158727a4053,user#user_2fEzJEp5lUhkYUyfHuo4o1WCKWz,💜🎥⛹️‍♀️,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1714879044,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#f3085b33-e2fd-459a-97ca-79ce8b1f21c8,user#user_2g1wwQKX3CnAaso2uezPcBTw6dd,😶👊🏻😆,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1714930606,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#8cd02875-6d72-459c-ab00-e8bc16f6354f,user#user_2g3bmVGWf9VJrTFrRznzw1TgCRP,Abcd,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1715121143,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#3274b517-5411-482e-a24e-b877e21e9ab6,user#user_2g9sJPLQ55NYoZeS3HLN1PBtlnV,😂😣🫡,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1715336879,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#19e38755-1ac2-40ce-a27b-8b2bd7c070a8,user#user_2g9Mi4X0iguQ6Nv2CCnUvh9Df2e,"🤪🙃🍑, especially 🙃.",express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1715365072,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#8b609707-2553-44ac-b30f-d58d282af0f3,user#user_2gHq7hoZRQsmowRmrpTi8UakGhR,"🐶⛹️‍♀️🎥 represent dogs, basketball, and content creation.",express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1715461232,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#c9fca9b6-892b-4d10-9d50-d5f6e4c3db7c,user#user_2gKyMtKLYkU6VS4R46oFFHl40Zr,😭☺️😂,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1715631193,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#5b3179d6-3ece-4864-a8f4-5ef05425784a,user#user_2gQVxatgGd1hsuX43WwBmmNmwg9,"📚 🎶🎮, with music being my favorite.",express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1715713021,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#dcf26760-2e61-443f-818f-a030dea4fdcb,user#user_2gTBUnjiWshIOCD7OMp6WMYdrfG,"🤪⚡️🧩 because I'm goofy, quick-witted, and eager to learn.",express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1715747957,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#b72b1223-23e8-485e-b09a-2dbe0495cd38,user#user_2gULylrrnMBjYVqMopWyfUPKPFP,🥺🥰🙈,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1715821178,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#bf9820a9-19c1-498f-a2f7-dcc3ec8cd98e,user#user_2d10ckJqdJkSIIlvUMsrFRPIAfG,"✨🫀💃: Sparkle is like positivity and laughter. The anatomical heart is because I’m caring but also very interested in health care and helping others, and the dancing is because I love to dance and it looks like a weird goofy pose I might randomly make.",express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1715845105,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#36f3782c-144c-4a67-b92b-3e0d0fc22cc2,user#user_2d92y3KHBHVJG8T8U7blPZJmH5J,🀄️💰🎰 - Money,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1716000272,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#616c3dfe-237e-4530-9b02-a333565644ea,user#user_2gcY9rkcdNo7vSrMVsOLxns1fep,☺️🤣🥺,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1716313582,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#26358722-7a93-4361-a637-8f5f71ef8764,user#user_2gZScbLSX92hyLgSXzhv2PhhST4,🐱🎨☕,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1716345988,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#c4c8397f-e8bf-4541-bc44-ec57e9df3840,user#user_2g7XYSNqzOzBKWlepFLuLmy0YTV,💕✨🌸 - Love. Lots of love.,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1716346901,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#462ae1f0-575a-478d-b827-9843b3b21c63,user#user_2fBxS659N6pIiEcAIHAgkuAc49v,"🍕🎮😆 - Gaming, fun, and good food.",express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1716416170,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#47d2fd82-fdc6-40c2-8ce7-f3942d73bc6a,user#user_2fFipKCJx2XaeXMpFuVMiMtRH4s,"🕹️💻🤖 Play games, work like a robot.",express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1716649189,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#bad864e5-b439-4db4-adf3-b64240d7a275,user#user_2gxpCf2IOhCb7B9RyU2NY7bRPz8,🙏🥰⭐️,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1716676421,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#db1eec7d-4ffc-4583-9fa7-5bcccba6b769,user#user_2gp7LBHOzB56kTgJfJTTOoP61AL,📸✈️🏞️  loves to travel!,express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1717531489,express#ae378854-7e24-4489-9da2-2753fd0e1c36,expression#01074851-1d24-438d-bd3f-a9e46488b902,user#user_2hNkMa7B68tyl3Jbn878lJoTAxp,"😇🙏🦋 capture appreciation and joy. These emotions are felt when reflecting about the world, especially appreciating the kindness of people, the beauty of nature, and the mystery of the universe.",express#ae378854-7e24-4489-9da2-2753fd0e1c36,Which three emojis best capture your personality?
1708106125,express#fa639ff4-19ac-406c-87fe-3777230e36e4,expression#a83473c6-03ee-4859-8bfb-069e39d3bc96,user#user_2YoW9eFdjtwR4YYfpGg7f4MmLX6,I really need both for the dates to go well. I guess I am just picky. ,express#fa639ff4-19ac-406c-87fe-3777230e36e4,What importance do you place on physical attraction vs. emotional connection in the early stages of dating?
1708576198,express#fa639ff4-19ac-406c-87fe-3777230e36e4,expression#5cd504cf-c016-457f-9412-40e04da60563,user#user_2Zir3t0Q0AWPkby5ZGdjTUp5FNO,Always emotional connection ,express#fa639ff4-19ac-406c-87fe-3777230e36e4,What importance do you place on physical attraction vs. emotional connection in the early stages of dating?
1715965435,express#fa639ff4-19ac-406c-87fe-3777230e36e4,expression#b07d6632-a4b5-48c9-8c1a-6e1205049b84,user#user_2d92y3KHBHVJG8T8U7blPZJmH5J,Physical appearance is primary because looks good.,express#fa639ff4-19ac-406c-87fe-3777230e36e4,What importance do you place on physical attraction vs. emotional connection in the early stages of dating?
1716725524,express#fa639ff4-19ac-406c-87fe-3777230e36e4,expression#270f26e7-3b3a-4084-8d05-d73fd646966a,user#user_2fBxS659N6pIiEcAIHAgkuAc49v,"Physical attraction is the minimum bar actually; without it, there is no chance for dating. Traits I find most attractive include long legs, an athletic body, and long, soft hair. For personality, I value someone who is always cheerful and happy.",express#fa639ff4-19ac-406c-87fe-3777230e36e4,What importance do you place on physical attraction vs. emotional connection in the early stages of dating?
1708145132,express#295e3ffd-4c13-43ae-ab04-8acb10bf9c62,expression#1f6bcdd5-166e-4780-8803-04e573488fac,user#user_2YoW9eFdjtwR4YYfpGg7f4MmLX6,Split before marriage but together after. ,express#295e3ffd-4c13-43ae-ab04-8acb10bf9c62,"In a relationship, how do you view the management of finances between partners?"
1713716877,express#295e3ffd-4c13-43ae-ab04-8acb10bf9c62,expression#ba16c59f-6a1c-495b-ad58-4eebc47fd83d,user#user_2fO7OLYK14CXeLEVOmnlb6suTIY,collaborative,express#295e3ffd-4c13-43ae-ab04-8acb10bf9c62,"In a relationship, how do you view the management of finances between partners?"
1716349690,express#295e3ffd-4c13-43ae-ab04-8acb10bf9c62,expression#64817600-3224-4bae-8bd2-f4262f380074,user#user_2d92y3KHBHVJG8T8U7blPZJmH5J,Shared savings goals,express#295e3ffd-4c13-43ae-ab04-8acb10bf9c62,"In a relationship, how do you view the management of finances between partners?"
1716388783,express#295e3ffd-4c13-43ae-ab04-8acb10bf9c62,expression#d779cf0a-d881-4134-8148-7b05502834de,user#user_2eK6ZyXCxCU3hyplJvKwydxfOig,"I think it’s important for both parties to be financially independent but supportive of each other! In most cases, I like to split common expenses 50/50 if possible. ",express#295e3ffd-4c13-43ae-ab04-8acb10bf9c62,"In a relationship, how do you view the management of finances between partners?"
1716432964,express#68232e9c-2773-45ff-9038-824d6ccfe237,expression#2eb25668-0bac-4733-9668-819b6a027701,user#user_2d92y3KHBHVJG8T8U7blPZJmH5J,Trust issues,express#68232e9c-2773-45ff-9038-824d6ccfe237,What's the darkest secret you've kept from your closest friends and why?
1716744751,express#68232e9c-2773-45ff-9038-824d6ccfe237,expression#fbb8014a-dc5e-4ab8-aa24-13c59d51c359,user#user_2fBxS659N6pIiEcAIHAgkuAc49v,Financial struggles,express#68232e9c-2773-45ff-9038-824d6ccfe237,What's the darkest secret you've kept from your closest friends and why?
1715875033,express#0d243a04-c363-4cd6-8f5b-249e66b08086,expression#2537195b-7622-4517-9e5e-993e52ce8fae,user#user_2gOG6doUtRCdZuVEjAd5AKbpSto,Hugging my loved one and watching the sunrise/sunset.,express#0d243a04-c363-4cd6-8f5b-249e66b08086,Describe your ideal day from morning to night.
1716348533,express#0d243a04-c363-4cd6-8f5b-249e66b08086,expression#54abf6d0-60f6-46ba-a95c-6b6f08b9af50,user#user_2d92y3KHBHVJG8T8U7blPZJmH5J,Play video games.,express#0d243a04-c363-4cd6-8f5b-249e66b08086,Describe your ideal day from morning to night.
1716438057,express#0d243a04-c363-4cd6-8f5b-249e66b08086,expression#75fd174b-a2c9-4652-a595-9a9b41bb4013,user#user_2gqCGQMtZiMJELI36b8zEIChIdE,"Wake up with no alarm clock to a Hardy breakfast, ideally a big salmon breakfast. Then immediately going into the woods by the lake just enjoy the scenic walk. Have someone that I love with me just talk about random shit and then do some productive work for a few hours until lunch is ready. Ideally, my mom and we have a good family time take a nap And work for a few more hours before my favorite sports with my favorite buddies and then after that go out dinner drinks something fancy and then just come home with my wife and that’s it",express#0d243a04-c363-4cd6-8f5b-249e66b08086,Describe your ideal day from morning to night.
1716750871,express#0d243a04-c363-4cd6-8f5b-249e66b08086,expression#ccc97b9d-9147-4316-b6d1-0cd5a22cc248,user#user_2fBxS659N6pIiEcAIHAgkuAc49v,"Morning jog, concentrated work until lunch. Then a good lunch with people I work with. Another two - three hours of discussion and meetings at work. Then off to some sports, maybe basketball with my friends. Home for dinner with my family. Then alone time with my partner. ",express#0d243a04-c363-4cd6-8f5b-249e66b08086,Describe your ideal day from morning to night.
1708382873,express#627c675f-bdce-4abd-a839-d261b4bb8685,expression#824aa506-de14-4fec-80d7-65715277bd4b,user#user_2YoW9eFdjtwR4YYfpGg7f4MmLX6,Guitars,express#627c675f-bdce-4abd-a839-d261b4bb8685,What do you enjoy collecting or hoarding?
1708575149,express#627c675f-bdce-4abd-a839-d261b4bb8685,expression#3e21a042-9f56-4a80-ba39-862006876956,user#user_2Zir3t0Q0AWPkby5ZGdjTUp5FNO,The things related to my friends and families. They recorded my beautiful memory with them.,express#627c675f-bdce-4abd-a839-d261b4bb8685,What do you enjoy collecting or hoarding?
1708740198,express#627c675f-bdce-4abd-a839-d261b4bb8685,expression#155f3e34-009f-4328-b519-12375b2957d9,user#user_2YmQpS4YTQ3uY4qq9FxWEsqCZA9,Postcards from all over the world ,express#627c675f-bdce-4abd-a839-d261b4bb8685,What do you enjoy collecting or hoarding?
1710386096,express#627c675f-bdce-4abd-a839-d261b4bb8685,expression#df04d9ab-2fb4-44fb-b202-aed8981ea167,user#user_2df1VwJvAfEtRRIDLpsSUY9g06v,"Plastic bags, colourful paper bags",express#627c675f-bdce-4abd-a839-d261b4bb8685,What do you enjoy collecting or hoarding?
1710463449,express#627c675f-bdce-4abd-a839-d261b4bb8685,expression#9fe70c90-688f-498c-8496-39023214cd54,user#user_2YYNVmnbOHGWtLo2Xil0pRZHRAo,Guitars!🎸 ,express#627c675f-bdce-4abd-a839-d261b4bb8685,What do you enjoy collecting or hoarding?
1716348030,express#627c675f-bdce-4abd-a839-d261b4bb8685,expression#81d5019c-96d0-4c8a-815a-11e92c74d2d7,user#user_2d92y3KHBHVJG8T8U7blPZJmH5J,Stickers,express#627c675f-bdce-4abd-a839-d261b4bb8685,What do you enjoy collecting or hoarding?
1716349741,express#d40d7fcf-c059-499d-b5ce-366e691dd330,expression#7fb9a2cf-f6c6-4e85-93f0-fc0998a87d9b,user#user_2d92y3KHBHVJG8T8U7blPZJmH5J,Bloopers from a photo shoot,express#d40d7fcf-c059-499d-b5ce-366e691dd330,The best photo of me I'd never use as my profile picture
1717934806,express#cd659745-da40-4202-a98b-fb3fbd8a9646,expression#957ed0e0-f4e8-4bf9-b9f3-adbf478f230e,user#user_2d92y3KHBHVJG8T8U7blPZJmH5J,Craving a break from routine,express#cd659745-da40-4202-a98b-fb3fbd8a9646,Have you ever considered that your attraction to surfing might reveal a deep-seated desire to escape from the structured confines of your daily life? @
1706823767,express#3bf8af14-4ef2-4c66-95ff-37c605f279bd,expression#fc68bf36-33fe-4794-b8f3-d48f6edda8f3,user#user_2YoW9eFdjtwR4YYfpGg7f4MmLX6,Coldplay! I will play acoustic guitar for “yellow”,express#3bf8af14-4ef2-4c66-95ff-37c605f279bd,"Which band, past or present, would you rock out with for a day and what instrument would you play?"
1706823804,express#3bf8af14-4ef2-4c66-95ff-37c605f279bd,expression#ab267986-d96c-408b-8c8c-f948ffce9a71,user#user_2YkTp6AYhrXclWNvdOulYGic5Om,"Coldplay, I will play guitar with it for “yellow”",express#3bf8af14-4ef2-4c66-95ff-37c605f279bd,"Which band, past or present, would you rock out with for a day and what instrument would you play?"
1706823877,express#3bf8af14-4ef2-4c66-95ff-37c605f279bd,expression#315b5b69-4ed0-4b52-9b79-dc8b2077241f,user#user_2YaweNj36RjSiEBpNpgbJ9BszQc,"One Ok Rock, I like the lead singer",express#3bf8af14-4ef2-4c66-95ff-37c605f279bd,"Which band, past or present, would you rock out with for a day and what instrument would you play?"
1706845360,express#3bf8af14-4ef2-4c66-95ff-37c605f279bd,expression#e765c977-5e41-43ce-8d23-cdfc6a2dfb18,user#user_2bmyvhCgC9EiYoN1y8tlCWmi9wh,"SHE’s 
I play drum",express#3bf8af14-4ef2-4c66-95ff-37c605f279bd,"Which band, past or present, would you rock out with for a day and what instrument would you play?"
1707185180,express#3bf8af14-4ef2-4c66-95ff-37c605f279bd,expression#560b627d-c639-492c-a8eb-410cc357b6bd,user#user_2byQMpSvAMbnoaUmAEefl0RvMSA,epik high,express#3bf8af14-4ef2-4c66-95ff-37c605f279bd,"Which band, past or present, would you rock out with for a day and what instrument would you play?"
1707195428,express#3bf8af14-4ef2-4c66-95ff-37c605f279bd,expression#05a18d5c-9686-4dfe-97cf-46da7b1c41b3,user#user_2am8iylZ7YMb79Ry20fdHfRhpze,No,express#3bf8af14-4ef2-4c66-95ff-37c605f279bd,"Which band, past or present, would you rock out with for a day and what instrument would you play?"
1707228724,express#3bf8af14-4ef2-4c66-95ff-37c605f279bd,expression#a8c79480-a755-4642-aac9-a8befe0fda5d,user#user_2bzrJH4S5ct6J8WyQ0cfDmKuSx8,Pink Floyd ,express#3bf8af14-4ef2-4c66-95ff-37c605f279bd,"Which band, past or present, would you rock out with for a day and what instrument would you play?"
1707603531,express#3bf8af14-4ef2-4c66-95ff-37c605f279bd,expression#d061468a-dd59-43d5-8621-6ea1c069838d,user#user_2cC512lwArquIvYKoQmC4mvcjuw,Oasis.. guitar ,express#3bf8af14-4ef2-4c66-95ff-37c605f279bd,"Which band, past or present, would you rock out with for a day and what instrument would you play?"
1707783753,express#3bf8af14-4ef2-4c66-95ff-37c605f279bd,expression#524b24c4-12c8-465e-898a-ee3f6faf8ca8,user#user_2an0S7xzpwQNXgwQwLghZ2DECkF,Dcuu,express#3bf8af14-4ef2-4c66-95ff-37c605f279bd,"Which band, past or present, would you rock out with for a day and what instrument would you play?"
1708739794,express#3bf8af14-4ef2-4c66-95ff-37c605f279bd,expression#7d10c864-5b04-4bb8-8d50-71007b67de01,user#user_2YmQpS4YTQ3uY4qq9FxWEsqCZA9,My Chemical Romance! I play air guitar (hope to play real ones one day LoL),express#3bf8af14-4ef2-4c66-95ff-37c605f279bd,"Which band, past or present, would you rock out with for a day and what instrument would you play?"
1709596369,express#3bf8af14-4ef2-4c66-95ff-37c605f279bd,expression#ef368d8c-9119-46d6-ba33-f9ee1f8d6527,user#user_2bP2Rw0wUFI50EpT2tcthFQNCAm,Greenday 21 guns,express#3bf8af14-4ef2-4c66-95ff-37c605f279bd,"Which band, past or present, would you rock out with for a day and what instrument would you play?"
